positive,negetive,neutral,Date,Price,Open,High,Low,Vol.,Change %
0.11483533476776146,0.7842657893977978,0.10089887751286829,2015-03-01,262.4,255.7,266.0,245.8,46.96K,2.62%
0.11477728101083921,0.7864190571431153,0.09880365949828883,2015-03-02,277.3,262.4,279.6,259.2,66.41K,5.68%
0.1168980006456448,0.7743099002864366,0.10879209937304622,2015-03-03,283.8,277.3,290.3,268.0,82.29K,2.33%
0.11989570682754322,0.7747896960108343,0.10531459954559108,2015-03-04,273.3,283.8,286.0,267.4,71.03K,-3.67%
0.11241536565764916,0.7862644158989374,0.10132021972898142,2015-03-05,277.7,273.3,284.5,262.9,66.63K,1.60%
0.11396351471135355,0.7814161288806959,0.104620359247545,2015-03-06,273.2,277.7,277.9,269.7,40.56K,-1.62%
0.10927271736454934,0.7902861222661035,0.1004411582982308,2015-03-07,277.0,273.4,280.0,270.6,22.14K,1.38%
0.102152173148946,0.7977570798930698,0.1000907463240998,2015-03-08,275.6,277.0,278.7,272.0,14.62K,-0.50%
0.10674970335030294,0.7901344900684697,0.10311580497444003,2015-03-09,291.0,275.6,295.0,279.0,62.86K,5.60%
0.112312150083052,0.7861579922919578,0.10152985633416016,2015-03-10,292.7,291.0,303.8,290.0,67.18K,0.57%
0.10616860173232981,0.7934484743477962,0.10038292244127936,2015-03-11,296.7,292.6,298.7,291.1,26.09K,1.37%
0.11344325739089943,0.7940459260889959,0.09251081974144323,2015-03-12,295.6,296.7,298.8,292.4,27.18K,-0.38%
0.11188914595234056,0.783262896430523,0.10484795662117188,2015-03-13,283.3,295.5,295.9,282.1,43.54K,-4.15%
0.1163767963364909,0.7792082047915156,0.10441500107651647,2015-03-14,282.6,283.2,287.5,281.4,26.05K,-0.24%
0.11092214611181546,0.7930079409409136,0.09606991221551739,2015-03-15,286.9,282.6,287.8,283.4,13.62K,1.52%
0.11402351386388954,0.7829101994684359,0.10306629148901117,2015-03-16,291.2,286.9,295.1,289.3,22.32K,1.51%
0.10700992264730089,0.7899200220318402,0.10307005570434472,2015-03-17,285.3,291.2,292.8,283.0,22.13K,-2.05%
0.11237961222650483,0.7818853387841955,0.10573504694330041,2015-03-18,257.3,285.1,285.2,249.0,89.46K,-9.80%
0.11372146669086025,0.7798511340551131,0.10642739859097736,2015-03-19,261.9,257.3,267.9,248.1,78.90K,1.77%
0.11169536523399602,0.7875355593738804,0.10076908069489833,2015-03-20,262.2,262.0,267.0,259.4,16.27K,0.13%
0.11210002922998355,0.7832527821575915,0.10464718839427731,2015-03-21,260.5,262.2,263.0,255.5,15.11K,-0.66%
0.11420906391804633,0.7833474085166834,0.10244352765300352,2015-03-22,268.8,260.5,270.8,259.8,18.25K,3.21%
0.10971273181753026,0.7889838657445378,0.10130340016136567,2015-03-23,267.2,268.8,271.5,262.0,23.56K,-0.59%
0.10704014193795132,0.7898923282392297,0.10306753429574537,2015-03-24,246.0,267.2,268.4,241.5,62.94K,-7.94%
0.11211166522056304,0.7864376645875891,0.10145066865337986,2015-03-25,245.9,246.0,250.0,235.7,54.42K,-0.03%
0.10887698301497628,0.7886730209518882,0.10244999730411698,2015-03-26,249.2,246.3,255.0,246.3,33.27K,1.33%
0.11114820520928566,0.7822879904674159,0.10656380602301717,2015-03-27,246.5,249.2,250.4,245.3,22.46K,-1.08%
0.0979677994282694,0.8005215929257213,0.10151061110642798,2015-03-28,252.9,246.5,255.4,246.5,17.80K,2.62%
0.09170301316911916,0.8266465887247798,0.08165040148130383,2015-03-29,242.4,252.9,250.0,239.5,31.54K,-4.15%
0.09407576116196481,0.8231787100214089,0.08274552983052919,2015-03-30,247.9,242.7,248.7,246.9,30.64K,2.26%
0.104420137640677,0.7949092092981749,0.10067065632300513,2015-03-31,244.3,247.9,248.8,242.0,22.44K,-1.45%
0.08949854495275078,0.834876064536641,0.07562538719220648,2015-04-01,246.9,244.5,248.5,239.5,23.54K,1.06%
0.09146079008309731,0.8256150084379755,0.0829242021965036,2015-04-02,253.2,246.9,254.9,244.6,26.22K,2.55%
0.08694690946435583,0.8358147796513378,0.0772383130258984,2015-04-03,254.2,253.2,256.4,250.7,28.36K,0.39%
0.08818309647945043,0.8294436511731593,0.08237325364427868,2015-04-04,253.6,254.2,255.7,250.4,9.42K,-0.25%
0.0894737268735965,0.8276171207759115,0.08290915202763345,2015-04-05,260.5,253.6,261.3,251.6,23.93K,2.72%
0.0922702258734992,0.8248426467707061,0.08288712723538129,2015-04-06,255.6,260.5,262.4,253.7,20.82K,-1.88%
0.09028367844511227,0.8237949137228081,0.0859214100672538,2015-04-07,253.7,255.6,257.9,253.0,10.53K,-0.74%
0.09028924365792378,0.828982870703862,0.08072788836319506,2015-04-08,244.9,253.7,255.0,243.1,39.68K,-3.46%
0.09060226826670956,0.8153263605972554,0.09407137081502599,2015-04-09,243.6,244.9,246.8,236.5,22.75K,-0.55%
0.0945740631903882,0.8080772677993905,0.0973486705363667,2015-04-10,236.1,243.6,243.7,230.8,37.33K,-3.06%
0.09620668652679414,0.8115622317328036,0.09223108068952475,2015-04-11,236.9,236.1,240.0,233.8,17.64K,0.31%
0.08534265732633578,0.833787814135243,0.08086952905549612,2015-04-12,236.4,236.9,238.7,232.8,10.17K,-0.20%
0.09128201272534697,0.8251393925017986,0.08357859669893335,2015-04-13,225.0,236.4,237.7,220.3,47.16K,-4.81%
0.08936909570823692,0.8291815662621435,0.08144933948423157,2015-04-14,220.2,225.0,225.8,216.4,40.75K,-2.14%
0.08181997421161681,0.8450390140892301,0.07314100959469926,2015-04-15,224.0,220.2,224.0,219.0,23.60K,1.72%
0.08995241043260443,0.8257138172872966,0.0843337710164542,2015-04-16,228.5,224.0,230.0,223.0,29.32K,2.00%
0.08952795104989998,0.8273431639252014,0.08312888619446651,2015-04-17,222.4,228.5,229.0,219.6,27.14K,-2.66%
0.08524736080631416,0.8338431682607738,0.08090947032940406,2015-04-18,223.1,222.4,224.2,219.9,11.90K,0.31%
0.08788082261723797,0.8307796776294708,0.08133949902583296,2015-04-19,222.2,223.1,226.8,222.1,17.64K,-0.39%
0.08571579433826026,0.8297697476844459,0.08451446083976256,2015-04-20,224.2,222.2,227.0,221.5,19.97K,0.90%
0.0906083184587528,0.8279758427653259,0.08141583926075324,2015-04-21,235.8,224.2,236.2,224.2,30.99K,5.17%
0.08933683758757871,0.8296395692216553,0.08102359594101587,2015-04-22,234.1,237.0,239.0,232.4,22.86K,-0.70%
0.07996348010036726,0.8461222828512232,0.07391423935145762,2015-04-23,236.0,234.1,237.0,233.0,8.81K,0.80%
0.08680259921568466,0.8326516875298151,0.08054571482407186,2015-04-24,231.4,236.0,236.2,228.7,22.53K,-1.96%
0.10282150458953629,0.8024179491758174,0.09476054740283703,2015-04-25,226.1,231.4,232.7,225.8,13.38K,-2.28%
0.09733632085373896,0.8153303728528551,0.08733330794183164,2015-04-26,219.7,226.1,221.5,214.0,40.92K,-2.83%
0.10640876343417932,0.7928932853343568,0.10069795080191901,2015-04-27,227.7,219.7,232.0,218.2,35.14K,3.63%
0.08410888395710678,0.8393592756004804,0.07653183920064943,2015-04-28,225.3,227.1,228.1,222.2,17.29K,-1.05%
0.0864938279236532,0.8302475295936946,0.08325864200950435,2015-04-29,225.2,225.3,227.8,222.7,12.20K,-0.03%
0.10577997442801192,0.796922246539937,0.09729777862723953,2015-04-30,236.1,225.2,240.2,224.6,41.29K,4.83%
0.11022538733254834,0.7895610098620977,0.10021360101497666,2015-05-01,231.8,236.1,239.2,231.3,16.62K,-1.83%
0.10427004151292868,0.7982226961047937,0.0975072599603986,2015-05-02,234.8,231.8,235.8,231.8,9.04K,1.31%
0.10829093641181683,0.7945730235678544,0.09713603857267705,2015-05-03,240.7,234.8,243.7,235.7,19.11K,2.51%
0.08752674014411038,0.8344046487576432,0.0780686099263322,2015-05-04,238.5,240.6,243.6,237.0,24.76K,-0.90%
0.08108171754368554,0.8429564862559747,0.0759617980378818,2015-05-05,235.9,238.5,239.4,231.1,26.12K,-1.12%
0.0810592962418404,0.8469770677429808,0.07196363598360854,2015-05-06,229.3,235.9,236.8,227.3,47.41K,-2.80%
0.0794200773487936,0.85026541074833,0.07031451314463988,2015-05-07,237.3,229.3,239.8,227.8,27.41K,3.50%
0.08965186379830457,0.8262451439317773,0.08410299454108075,2015-05-08,244.5,237.3,248.5,236.2,31.13K,3.04%
0.08776458468451932,0.8288935134699057,0.08334190060722303,2015-05-09,242.5,244.5,249.1,240.1,19.38K,-0.80%
0.1071606427050975,0.7991000111309849,0.09373934677212822,2015-05-10,240.6,242.5,245.9,238.8,11.87K,-0.81%
0.11968999626114965,0.7766079442203044,0.10370206205174327,2015-05-11,242.5,240.7,245.5,238.5,16.05K,0.79%
0.11012679363260403,0.7815853452927841,0.10828786327550977,2015-05-12,241.8,242.5,244.4,240.9,13.11K,-0.28%
0.11464301106120858,0.7764494864216872,0.10890750218714987,2015-05-13,235.8,241.9,245.0,234.3,28.22K,-2.47%
0.10243147002506595,0.7872129581974581,0.11035557183044217,2015-05-14,236.7,235.7,238.2,232.1,19.41K,0.37%
0.1003490953650921,0.7943493003986742,0.10530160396406639,2015-05-15,237.3,236.7,238.9,233.9,9.55K,0.26%
0.1051550200352302,0.7918775462645751,0.10296743273735047,2015-05-16,235.7,237.3,237.6,234.0,6.05K,-0.67%
0.11318790230758582,0.7866855287099186,0.10012656653983684,2015-05-17,236.2,235.7,238.0,235.6,4.80K,0.22%
0.11655212533448568,0.7832413136493415,0.10020656183637171,2015-05-18,232.8,236.1,237.3,229.0,14.19K,-1.44%
0.13122950244615686,0.7604159913587232,0.10835450462310027,2015-05-19,231.7,232.8,235.7,231.2,5.97K,-0.48%
0.12376317068241363,0.7752606630325317,0.10097616611178531,2015-05-20,234.2,231.7,235.2,231.6,11.45K,1.10%
0.11502412728591654,0.787296445979833,0.0976794295034929,2015-05-21,235.3,234.2,236.5,233.9,10.51K,0.44%
0.1154286618624154,0.7860032979496714,0.09856804284340438,2015-05-22,241.0,235.3,241.8,234.6,22.83K,2.42%
0.11467812153987768,0.7885132920451281,0.09680858527014895,2015-05-23,238.8,241.0,241.2,237.6,8.51K,-0.90%
0.11489610886083373,0.788220187946211,0.09688370099550561,2015-05-24,240.9,238.8,243.0,238.6,7.19K,0.90%
0.11159920682497684,0.7901339170712869,0.09826687477456714,2015-05-25,237.1,241.0,241.1,236.1,8.68K,-1.60%
0.10719912783823415,0.7922208349250056,0.10058003570201345,2015-05-26,237.4,237.1,238.5,235.3,8.82K,0.11%
0.10896827612496629,0.7936372929924651,0.09739442932643468,2015-05-27,236.9,237.4,239.3,235.6,9.11K,-0.21%
0.10986698071639507,0.7915001270098564,0.09863289075020032,2015-05-28,236.9,236.9,237.5,235.9,5.85K,0.00%
0.1156719311055812,0.7884963761676441,0.09583169290739478,2015-05-29,236.5,236.9,237.2,235.0,6.85K,-0.14%
0.11465108533483238,0.7817807565503071,0.10356815867509052,2015-05-30,232.5,236.5,236.7,230.7,14.70K,-1.68%
0.11133164052208165,0.785896746910867,0.10277161427176652,2015-05-31,228.7,232.5,232.7,227.1,11.67K,-1.65%
0.11428788780808599,0.7812683181554982,0.1044437943515603,2015-06-01,222.0,228.7,230.9,219.8,31.97K,-2.93%
0.11780148294662506,0.7807808705198933,0.10141764406744443,2015-06-02,224.7,222.0,226.0,221.0,16.50K,1.21%
0.11873701430600266,0.7827451129411829,0.09851787032495285,2015-06-03,225.1,224.7,227.0,222.3,17.15K,0.19%
0.1205430649115011,0.7843244443007555,0.0951324970377565,2015-06-04,223.2,225.1,225.8,222.6,11.04K,-0.83%
0.12516774932543437,0.7745670540210529,0.10026519342492789,2015-06-05,224.5,223.2,229.2,222.7,17.66K,0.57%
0.11680006107304529,0.7878352584894638,0.09536468313887106,2015-06-06,225.6,224.5,226.9,223.9,6.73K,0.51%
0.11856378968920767,0.7802956574451849,0.10114055920554244,2015-06-07,223.3,225.7,226.7,222.3,17.35K,-1.06%
0.10696113896979527,0.7896283895454623,0.10341047347438606,2015-06-08,228.8,223.3,230.6,223.3,28.89K,2.46%
0.11581308996840699,0.7813696356056488,0.10281727766643649,2015-06-09,229.1,228.8,232.0,227.8,16.32K,0.13%
0.11098088983921929,0.7792442575731175,0.10977485439086214,2015-06-10,228.6,229.1,229.9,227.5,10.79K,-0.20%
0.1014193744011169,0.7914970669433148,0.10708355517500509,2015-06-11,229.8,228.6,230.7,228.6,9.41K,0.53%
0.11468182992237279,0.784395346535912,0.10092282441409328,2015-06-12,229.4,230.0,231.3,229.1,9.92K,-0.17%
0.11689472152281177,0.7715557003899138,0.11154957719204962,2015-06-13,232.9,229.4,233.5,228.4,11.07K,1.49%
0.11826444426518318,0.7816288514705739,0.10010670507293579,2015-06-14,233.5,232.9,235.4,232.5,8.29K,0.29%
0.1170020614618558,0.7830225368993917,0.09997539995657119,2015-06-15,237.0,233.5,238.2,233.4,19.15K,1.47%
0.1119329997427052,0.7784089680228915,0.10965802814693205,2015-06-16,252.1,237.0,253.9,236.0,50.14K,6.37%
0.11563119545318296,0.7777016299285276,0.10666717088213815,2015-06-17,248.9,252.1,259.1,246.1,47.81K,-1.24%
0.11081815027696973,0.7818188613947527,0.1073629876422416,2015-06-18,249.5,248.9,253.7,243.0,27.90K,0.22%
0.11719172034389193,0.7769224052346727,0.1058858760937158,2015-06-19,244.6,249.5,252.1,243.7,23.64K,-1.98%
0.11437280207044548,0.7891045936229655,0.09652260669604296,2015-06-20,245.4,244.6,245.9,240.1,24.30K,0.33%
0.1183229789110143,0.7796430008340502,0.10203402262998115,2015-06-21,244.3,245.4,245.7,241.1,8.15K,-0.46%
0.11515914874467843,0.7809491370360997,0.1038917195010401,2015-06-22,246.7,244.3,248.0,243.5,18.48K,0.99%
0.11133841175103078,0.7853010749375379,0.10336051269054965,2015-06-23,244.3,246.7,247.4,242.3,11.61K,-0.98%
0.11196353275817438,0.7876759724783116,0.10036049461083822,2015-06-24,239.8,244.3,244.3,239.5,15.32K,-1.82%
0.11472167182924613,0.7817738049997474,0.10350452364193943,2015-06-25,242.1,239.8,243.0,239.5,9.22K,0.94%
0.10326578868623067,0.7946794605568835,0.10205474895026002,2015-06-26,243.3,242.1,243.9,240.6,10.14K,0.51%
0.1151721636790817,0.7821035692903483,0.10272426556830651,2015-06-27,251.6,243.3,251.8,242.6,18.14K,3.42%
0.10672056132813072,0.7911124304353192,0.10216700791396909,2015-06-28,248.7,251.6,252.1,247.3,12.89K,-1.15%
0.11496149445199133,0.776549295960542,0.10848921171718222,2015-06-29,256.7,248.7,257.7,248.6,34.74K,3.20%
0.11547211319622067,0.7811342261984576,0.10339365926295242,2015-06-30,262.9,256.7,268.9,254.7,47.01K,2.42%
0.11185209671797057,0.78602499843609,0.1021229009396634,2015-07-01,258.1,262.9,264.8,253.5,21.83K,-1.82%
0.11075575868873035,0.787263380429324,0.10198086605352515,2015-07-02,254.5,258.1,262.6,253.0,17.29K,-1.39%
0.10852794277609563,0.7942174501278821,0.09725460598573965,2015-07-03,256.0,254.5,256.9,252.1,11.55K,0.60%
0.10978470865467732,0.787803942111857,0.10241134976968169,2015-07-04,260.6,256.1,261.9,253.6,9.77K,1.77%
0.10587118236001,0.7955167297514673,0.09861208556552803,2015-07-05,265.2,260.6,265.3,258.0,14.57K,1.77%
0.11285968245507559,0.7894887817605959,0.09765153508832235,2015-07-06,274.8,270.1,276.5,268.1,61.92K,3.63%
0.11659393201098424,0.7811018889264543,0.10230417668010837,2015-07-07,265.5,268.8,268.9,263.3,45.25K,-3.39%
0.10695984578574565,0.791612071682745,0.1014280885656297,2015-07-08,270.8,269.5,271.4,267.4,27.02K,2.00%
0.1122626633799164,0.7864630714993636,0.10127426722392825,2015-07-09,269.2,270.0,272.8,268.0,24.11K,-0.59%
0.10775129271483203,0.7848937135953058,0.10735499427087081,2015-07-10,286.7,269.2,292.7,268.6,68.25K,6.49%
0.11333539550686443,0.7764573053475594,0.11020729548279071,2015-07-12,311.1,300.6,316.0,300.5,61.47K,8.52%
0.10158755661655659,0.7979835922690643,0.10042885522504419,2015-07-13,292.6,311.1,312.0,284.5,74.07K,-5.94%
0.12221321935455004,0.7813218645605386,0.09646491344068564,2015-07-14,286.9,292.6,297.1,286.1,23.27K,-1.98%
0.11943111425779503,0.7821996270132989,0.09836925919456728,2015-07-15,285.4,286.9,294.4,283.5,21.92K,-0.50%
0.11434350836320997,0.7846132872619312,0.10104320133689144,2015-07-16,278.9,285.4,294.3,275.2,53.00K,-2.28%
0.11918306092598609,0.7779972387211663,0.10281969735931074,2015-07-17,279.9,278.9,281.5,272.1,25.52K,0.33%
0.10797507940217177,0.7919060399931067,0.10011888461557415,2015-07-18,277.3,279.9,283.3,276.1,15.40K,-0.93%
0.1184056684666989,0.7788340520186752,0.10276028186119363,2015-07-19,275.0,277.3,279.2,274.7,7.94K,-0.80%
0.10378303999702136,0.7937752124590751,0.10244175138381811,2015-07-20,280.3,275.0,280.5,273.5,11.82K,1.92%
0.108536452657186,0.7961390250383463,0.0953245244892244,2015-07-21,275.8,280.2,282.1,275.3,13.40K,-1.62%
0.10309582630130039,0.7974068364975128,0.0994973366402767,2015-07-22,278.0,275.8,278.4,274.5,11.13K,0.80%
0.10087343537056415,0.7999131995934903,0.09921336753278891,2015-07-23,276.5,278.0,278.4,275.6,5.44K,-0.53%
0.10177168209029704,0.8011151553416739,0.09711316028723911,2015-07-24,288.6,276.5,289.9,276.0,24.08K,4.37%
0.10851417216387663,0.793297546451742,0.09818828046321869,2015-07-25,289.4,288.6,292.4,286.4,11.82K,0.26%
0.1123178604442407,0.7872528289389961,0.1004293144954478,2015-07-26,293.0,289.4,294.5,288.1,9.30K,1.26%
0.10995156601071358,0.7883843986988067,0.1016640330851078,2015-07-27,294.8,293.0,298.7,286.0,25.41K,0.62%
0.11401259748412199,0.7852278814504021,0.10075951661718519,2015-07-28,295.2,294.8,298.9,293.6,14.44K,0.13%
0.10921835809880989,0.7898925762769957,0.10088906430651527,2015-07-29,289.9,295.2,295.4,286.6,15.75K,-1.80%
0.10060660032525895,0.804216739322458,0.09517665967226975,2015-07-30,288.2,289.9,291.0,285.0,12.16K,-0.59%
0.11159876636777293,0.7879385954755194,0.10046263908803024,2015-07-31,284.5,288.2,289.9,282.0,14.63K,-1.30%
0.1143399624293173,0.7829673597821137,0.1026926762242122,2015-08-01,280.3,284.5,285.0,276.5,12.28K,-1.45%
0.10764917044033265,0.7854143192285093,0.10693651424913571,2015-08-02,282.5,280.3,283.3,276.3,11.77K,0.77%
0.10903394804242625,0.7921129310705576,0.09885311737117997,2015-08-03,281.3,282.4,287.0,279.7,14.67K,-0.43%
0.12025245870120856,0.75389956257173,0.12584797561458952,2015-08-04,285.5,281.3,285.9,281.3,12.06K,1.49%
0.16625861469790232,0.7285897456270327,0.10515164317254969,2015-08-05,282.6,285.5,285.9,281.6,7.69K,-1.00%
0.12954715309378584,0.7553511807757817,0.11510166949993662,2015-08-06,279.1,282.6,282.6,278.1,10.15K,-1.25%
0.13471351240494456,0.7446140405512596,0.1206724491085886,2015-08-07,280.1,279.1,281.0,276.1,12.44K,0.37%
0.11382702363869257,0.7678227925722578,0.11835018462971249,2015-08-08,261.3,280.2,280.3,260.6,36.82K,-6.70%
0.11196067690376252,0.7781564838356442,0.10988283999382503,2015-08-09,265.6,261.3,267.6,260.7,21.20K,1.62%
0.1100097615107697,0.6900225355236541,0.19996770444256357,2015-08-10,265.1,265.6,267.7,262.2,10.70K,-0.18%
0.11858244057098204,0.764287761666558,0.11712980585957854,2015-08-11,272.0,265.1,272.0,264.8,12.67K,2.59%
0.11738399091068089,0.7829247999528272,0.09969120760951783,2015-08-12,267.1,272.0,273.8,265.8,16.28K,-1.79%
0.1184045006801565,0.7349655273927742,0.14662997303418365,2015-08-13,264.5,267.1,268.0,263.3,12.91K,-0.98%
0.1271399139432899,0.7632314309777829,0.1096286551476825,2015-08-14,266.1,264.5,268.9,262.1,13.43K,0.61%
0.12479510216106629,0.7582141238682228,0.11699077642747555,2015-08-15,262.1,266.3,267.8,261.0,10.49K,-1.48%
0.13064059779082302,0.742550416682173,0.1268089949260659,2015-08-16,259.9,262.2,262.9,256.5,27.30K,-0.85%
0.1172857787005785,0.7852198339817,0.09749438581851924,2015-08-17,258.5,259.9,262.0,257.5,9.90K,-0.54%
0.11376076220008342,0.763690343612562,0.12254889945135168,2015-08-18,183.0,258.5,258.5,171.0,72.15K,-29.20%
0.1393741709249678,0.7382725479442682,0.12235328726081261,2015-08-19,226.2,194.0,239.4,194.0,93.88K,23.62%
0.1256885610301705,0.7796159689917284,0.09469547333086238,2015-08-20,235.5,226.3,237.8,226.3,26.46K,4.11%
